family,language,dialect,source,primary.source,poa.narrow,poa.broad,vot.category,vot,voice.contrast,notes,voice,in.ChodroffGoldenWilson2019
Sino-Tibetan,Khonoma Angami,NA,ChoLadefoged1999,BlankenshipEtAl1992,velar,dorsal,short.lag,20,yes,NA,unaspirated,yes
Sino-Tibetan,Khonoma Angami,NA,BlankenshipEtAl1993,NA,dental,coronal,short.lag,14,yes,frame sentence,unaspirated,yes
Sino-Tibetan,Khonoma Angami,NA,ChoLadefoged1999,BlankenshipEtAl1992,bilabial,labial,short.lag,10,yes,NA,unaspirated,yes
Sino-Tibetan,Khonoma Angami,NA,BlankenshipEtAl1993,NA,bilabial,labial,lead,-149,yes,isolated word,voiced,yes
Sino-Tibetan,Khonoma Angami,NA,BlankenshipEtAl1993,NA,dental,coronal,lead,-152,yes,isolated word,voiced,yes
Sino-Tibetan,Khonoma Angami,NA,BlankenshipEtAl1993,NA,velar,dorsal,lead,-118,yes,isolated word,voiced,yes
Sino-Tibetan,Khonoma Angami,NA,BlankenshipEtAl1993,NA,dental,coronal,lead,-201,yes,frame sentence,voiced,yes
Sino-Tibetan,Khonoma Angami,NA,BlankenshipEtAl1993,NA,velar,dorsal,lead,-169,yes,frame sentence,voiced,yes
Sino-Tibetan,Khonoma Angami,NA,BlankenshipEtAl1993,NA,bilabial,labial,lead,-172,yes,frame sentence,voiced,yes
Sino-Tibetan,Khonoma Angami,NA,ChoLadefoged1999,BlankenshipEtAl1992,dental,coronal,short.lag,9,yes,NA,unaspirated,yes
Sino-Tibetan,Khonoma Angami,NA,BlankenshipEtAl1993,NA,bilabial,labial,short.lag,10,yes,frame sentence,unaspirated,yes
Sino-Tibetan,Khonoma Angami,NA,ChoLadefoged1999,Homma1981,velar,dorsal,long.lag,91,yes,NA,aspirated,yes
Sino-Tibetan,Khonoma Angami,NA,BlankenshipEtAl1993,NA,velar,dorsal,short.lag,29,yes,frame sentence,unaspirated,yes
Korean,Korean,NA,BangEtAl2018,NA,NA,dorsal,long.lag,89.26,yes,1940s,aspirated,yes
Korean,Korean,NA,BangEtAl2018,NA,NA,labial,long.lag,57.05,yes,1950s,aspirated,yes
Korean,Korean,NA,BangEtAl2018,NA,NA,dorsal,long.lag,106.77,yes,1930s,aspirated,yes
Korean,Korean,NA,BangEtAl2018,NA,NA,labial,long.lag,51.17,yes,1970s,aspirated,yes
Korean,Korean,NA,LiskerAbramson1964,LiskerAbramson1964,labial,labial,long.lag,91,yes,NA,aspirated,yes
Korean,Korean,NA,BangEtAl2018,NA,NA,dorsal,long.lag,69.39,yes,1970s,aspirated,yes
Korean,Korean,NA,Shimizu1989,Shimizu1989,NA,labial,long.lag,86,yes,NA,voiceless aspirated,yes
Korean,Korean,NA,BangEtAl2018,NA,NA,coronal,long.lag,53.06,yes,1930s,aspirated,yes
Korean,Korean,NA,BangEtAl2018,NA,NA,coronal,long.lag,34.45,yes,1970s,aspirated,yes
Korean,Korean,NA,BangEtAl2018,NA,NA,labial,long.lag,48.72,yes,1980s,aspirated,yes
Korean,Korean,NA,BangEtAl2018,NA,NA,coronal,long.lag,32.2,yes,1980s,aspirated,yes
Korean,Korean,NA,BangEtAl2018,NA,NA,dorsal,long.lag,79.25,yes,1950s,aspirated,yes
Korean,Korean,NA,BangEtAl2018,NA,NA,dorsal,long.lag,79.2,yes,1960s,aspirated,yes
Korean,Korean,NA,BangEtAl2018,NA,NA,labial,long.lag,84.31,yes,1930s,aspirated,yes
Korean,Korean,NA,BangEtAl2018,NA,NA,labial,long.lag,61.94,yes,1960s,aspirated,yes
Korean,Korean,NA,LiskerAbramson1964,LiskerAbramson1964,dental,coronal,long.lag,94,yes,NA,aspirated,yes
Korean,Korean,NA,Silva2006,Silva2006,NA,coronal,long.lag,72,yes,female.phrase.initial,aspirated,yes
Korean,Korean,NA,LiskerAbramson1964,LiskerAbramson1964,NA,dorsal,long.lag,126,yes,NA,aspirated,yes
Korean,Korean,NA,Silva2006,Silva2006,NA,coronal,long.lag,73.2,yes,male.phrase.initial,aspirated,yes
Korean,Korean,NA,BangEtAl2018,NA,NA,coronal,long.lag,40.81,yes,1950s,aspirated,yes
Korean,Korean,NA,Silva2006,Silva2006,NA,dorsal,long.lag,81.8,yes,female.phrase.initial,aspirated,yes
Korean,Korean,NA,Shimizu1989,Shimizu1989,NA,coronal,long.lag,85,yes,NA,voiceless aspirated,yes
Korean,Korean,NA,Silva2006,Silva2006,NA,dorsal,long.lag,73.4,yes,male.phrase.initial,aspirated,yes
Korean,Korean,NA,BangEtAl2018,NA,NA,dorsal,long.lag,62.95,yes,1980s,aspirated,yes
Korean,Korean,NA,BangEtAl2018,NA,NA,coronal,long.lag,43.66,yes,1960s,aspirated,yes
Korean,Korean,NA,BangEtAl2018,NA,NA,labial,long.lag,72.77,yes,1940s,aspirated,yes
Korean,Korean,NA,BangEtAl2018,NA,NA,coronal,long.lag,52.6,yes,1940s,aspirated,yes
Korean,Korean,NA,Silva2006,Silva2006,NA,labial,long.lag,67.4,yes,male.phrase.initial,aspirated,yes
Korean,Korean,NA,BangEtAl2018,NA,NA,labial,long.lag,45.12,yes,1960s,lax,yes
Korean,Korean,NA,BangEtAl2018,NA,NA,dorsal,long.lag,51.69,yes,1930s,lax,yes
Korean,Korean,NA,Silva2006,Silva2006,NA,dorsal,long.lag,73.7,yes,female.phrase.initial,lax,yes
Korean,Korean,NA,Shimizu1989,Shimizu1989,NA,coronal,long.lag,20,yes,NA,voiceless lax unaspirated,yes
Korean,Korean,NA,Silva2006,Silva2006,NA,labial,long.lag,62.5,yes,female.phrase.initial,lax,yes
Korean,Korean,NA,Silva2006,Silva2006,NA,labial,long.lag,59.6,yes,male.phrase.initial,lax,yes
Korean,Korean,NA,BangEtAl2018,NA,NA,labial,long.lag,41.38,yes,1970s,lax,yes
Korean,Korean,NA,BangEtAl2018,NA,NA,labial,long.lag,42.1,yes,1950s,lax,yes
Korean,Korean,NA,BangEtAl2018,NA,NA,coronal,long.lag,42.51,yes,1950s,lax,yes
Korean,Korean,NA,BangEtAl2018,NA,NA,dorsal,long.lag,49.94,yes,1950s,lax,yes
Korean,Korean,NA,Silva2006,Silva2006,NA,coronal,long.lag,62.9,yes,male.phrase.initial,lax,yes
Korean,Korean,NA,Shimizu1989,Shimizu1989,NA,labial,long.lag,31,yes,NA,voiceless lax unaspirated,yes
Korean,Korean,NA,BangEtAl2018,NA,NA,labial,long.lag,39.54,yes,1980s,lax,yes
Korean,Korean,NA,BangEtAl2018,NA,NA,coronal,long.lag,43.23,yes,1980s,lax,yes
Korean,Korean,NA,BangEtAl2018,NA,NA,coronal,long.lag,45.23,yes,1960s,lax,yes
Korean,Korean,NA,BangEtAl2018,NA,NA,dorsal,long.lag,54.08,yes,1960s,lax,yes
Korean,Korean,NA,BangEtAl2018,NA,NA,coronal,long.lag,41.34,yes,1940s,lax,yes
Korean,Korean,NA,BangEtAl2018,NA,NA,dorsal,long.lag,50.41,yes,1940s,lax,yes
Korean,Korean,NA,LiskerAbramson1964,LiskerAbramson1964,labial,labial,long.lag,18,yes,NA,lax,yes
Korean,Korean,NA,BangEtAl2018,NA,NA,dorsal,long.lag,47.39,yes,1980s,lax,yes
Korean,Korean,NA,BangEtAl2018,NA,NA,coronal,long.lag,42.77,yes,1970s,lax,yes
Korean,Korean,NA,BangEtAl2018,NA,NA,dorsal,long.lag,49.27,yes,1970s,lax,yes
Korean,Korean,NA,LiskerAbramson1964,LiskerAbramson1964,NA,dorsal,long.lag,47,yes,NA,lax,yes
Korean,Korean,NA,BangEtAl2018,NA,NA,labial,long.lag,44.34,yes,1940s,lax,yes
Korean,Korean,NA,LiskerAbramson1964,LiskerAbramson1964,dental,coronal,long.lag,25,yes,NA,lax,yes
Korean,Korean,NA,Shimizu1989,Shimizu1989,NA,dorsal,long.lag,49,yes,NA,voiceless lax unaspirated,yes
Korean,Korean,NA,Silva2006,Silva2006,NA,dorsal,long.lag,67.1,yes,male.phrase.initial,lax,yes
Korean,Korean,NA,Silva2006,Silva2006,NA,coronal,long.lag,65.2,yes,female.phrase.initial,lax,yes
Korean,Korean,NA,Shimizu1989,Shimizu1989,NA,dorsal,long.lag,96,yes,NA,voiceless aspirated,yes
Korean,Korean,NA,Silva2006,Silva2006,NA,labial,long.lag,74.3,yes,female.phrase.initial,aspirated,yes
Korean,Korean,NA,BangEtAl2018,NA,NA,coronal,long.lag,37.26,yes,1930s,lax,yes
Korean,Korean,NA,BangEtAl2018,NA,NA,labial,long.lag,39.66,yes,1930s,lax,yes
Indo-European,Kurmanji,NA,Zirak,Zirak,NA,coronal,long.lag,63.4,yes,Generation2,aspirated,yes
Indo-European,Kurmanji,NA,Zirak,Zirak,NA,coronal,long.lag,39.04,yes,Generation1,aspirated,yes
Indo-European,Kurmanji,NA,Zirak,Zirak,NA,dorsal,long.lag,78.84,yes,Generation2,aspirated,yes
Indo-European,Kurmanji,NA,Zirak,Zirak,NA,labial,long.lag,59.86,yes,Generation2,aspirated,yes
Indo-European,Kurmanji,NA,Zirak,Zirak,NA,dorsal,long.lag,54.83,yes,Generation1,aspirated,yes
Indo-European,Kurmanji,NA,Zirak,Zirak,NA,labial,long.lag,39.56,yes,Generation1,aspirated,yes
Indo-European,Kurmanji,NA,Zirak,Zirak,NA,labial,long.lag,22.91,yes,Generation1,unaspirated,yes
Indo-European,Kurmanji,NA,Zirak,Zirak,NA,coronal,long.lag,24.49,yes,Generation1,unaspirated,yes
Indo-European,Kurmanji,NA,Zirak,Zirak,NA,dorsal,long.lag,58.68,yes,Generation2,unaspirated,yes
Indo-European,Kurmanji,NA,Zirak,Zirak,NA,coronal,long.lag,52.97,yes,Generation2,unaspirated,yes
Indo-European,Kurmanji,NA,Zirak,Zirak,NA,labial,long.lag,43.44,yes,Generation2,unaspirated,yes
Indo-European,Kurmanji,NA,Zirak,Zirak,NA,dorsal,long.lag,40.68,yes,Generation1,unaspirated,yes
Sino-Tibetan,Kurtop,NA,Hyslop2011,Hyslop2011,palatal,dorsal,long.lag,99.31,yes,speaker2,voiceless aspirated,yes
Sino-Tibetan,Kurtop,NA,Hyslop2011,Hyslop2011,retroflex,coronal,long.lag,60.62,yes,speaker2,voiceless aspirated,yes
Sino-Tibetan,Kurtop,NA,Hyslop2011,Hyslop2011,velar,dorsal,long.lag,76.97,yes,speaker2,voiceless aspirated,yes
Sino-Tibetan,Kurtop,NA,Hyslop2011,Hyslop2011,dental,coronal,long.lag,59.05,yes,speaker2,voiceless aspirated,yes
Sino-Tibetan,Kurtop,NA,Hyslop2011,Hyslop2011,bilabial,labial,long.lag,77.42,yes,speaker1,voiceless aspirated,yes
Sino-Tibetan,Kurtop,NA,Hyslop2011,Hyslop2011,bilabial,labial,long.lag,65.02,yes,speaker2,voiceless aspirated,yes
Sino-Tibetan,Kurtop,NA,Hyslop2011,Hyslop2011,palatal,dorsal,long.lag,115.9,yes,speaker1,voiceless aspirated,yes
Sino-Tibetan,Kurtop,NA,Hyslop2011,Hyslop2011,dental,coronal,long.lag,73.45,yes,speaker1,voiceless aspirated,yes
Sino-Tibetan,Kurtop,NA,Hyslop2011,Hyslop2011,velar,dorsal,long.lag,97.99,yes,speaker1,voiceless aspirated,yes
Sino-Tibetan,Kurtop,NA,Hyslop2011,Hyslop2011,retroflex,coronal,long.lag,75.23,yes,speaker1,voiceless aspirated,yes
Sino-Tibetan,Kurtop,NA,Hyslop2011,Hyslop2011,retroflex,coronal,long.lag,22.23,yes,speaker2,voiceless unaspirated,yes
Sino-Tibetan,Kurtop,NA,Hyslop2011,Hyslop2011,velar,dorsal,long.lag,50.17,yes,speaker2,voiceless unaspirated,yes
Sino-Tibetan,Kurtop,NA,Hyslop2011,Hyslop2011,palatal,dorsal,long.lag,75.27,yes,speaker2,voiceless unaspirated,yes
Sino-Tibetan,Kurtop,NA,Hyslop2011,Hyslop2011,velar,dorsal,long.lag,46.22,yes,speaker1,voiceless unaspirated,yes
Sino-Tibetan,Kurtop,NA,Hyslop2011,Hyslop2011,bilabial,labial,long.lag,25.26,yes,speaker2,voiceless unaspirated,yes
Sino-Tibetan,Kurtop,NA,Hyslop2011,Hyslop2011,dental,coronal,long.lag,26.93,yes,speaker1,voiceless unaspirated,yes
Sino-Tibetan,Kurtop,NA,Hyslop2011,Hyslop2011,dental,coronal,lead,-62.23,yes,speaker2,voiced,yes
Sino-Tibetan,Kurtop,NA,Hyslop2011,Hyslop2011,bilabial,labial,lead,-55.63,yes,speaker1,voiced,yes
Sino-Tibetan,Kurtop,NA,Hyslop2011,Hyslop2011,palatal,dorsal,lead,-33.87,yes,speaker1,voiced,yes
Sino-Tibetan,Kurtop,NA,Hyslop2011,Hyslop2011,dental,coronal,long.lag,22.63,yes,speaker2,voiceless unaspirated,yes
Sino-Tibetan,Kurtop,NA,Hyslop2011,Hyslop2011,bilabial,labial,long.lag,19.04,yes,speaker1,voiceless unaspirated,yes
Sino-Tibetan,Kurtop,NA,Hyslop2011,Hyslop2011,palatal,dorsal,long.lag,70.61,yes,speaker1,voiceless unaspirated,yes
Sino-Tibetan,Kurtop,NA,Hyslop2011,Hyslop2011,retroflex,coronal,long.lag,31.68,yes,speaker1,voiceless unaspirated,yes
Sino-Tibetan,Kurtop,NA,Hyslop2011,Hyslop2011,dental,coronal,lead,-74.23,yes,speaker1,voiced,yes
Sino-Tibetan,Kurtop,NA,Hyslop2011,Hyslop2011,bilabial,labial,lead,-74.27,yes,speaker2,voiced,yes
Sino-Tibetan,Kurtop,NA,Hyslop2011,Hyslop2011,velar,dorsal,lead,-41.47,yes,speaker1,voiced,yes
Sino-Tibetan,Kurtop,NA,Hyslop2011,Hyslop2011,velar,dorsal,lead,-11.27,yes,speaker2,voiced,yes
Sino-Tibetan,Kurtop,NA,Hyslop2011,Hyslop2011,palatal,dorsal,lead,-32.48,yes,speaker2,voiced,yes
Sino-Tibetan,Kurtop,NA,Hyslop2011,Hyslop2011,retroflex,coronal,lead,-55.08,yes,speaker1,voiced,yes
Wakashan,Kwakw'ala,NA,Mayer2010,NA,labialized.velar,dorsal,long.lag,106,yes,#_a,voiceless aspirated,yes
Wakashan,Kwakw'ala,NA,Mayer2010,NA,uvular,dorsal,long.lag,68,yes,#_a,voiceless aspirated,yes
Wakashan,Kwakw'ala,NA,Mayer2010,NA,uvular.labialized,dorsal,long.lag,100,yes,#_a,voiceless aspirated,yes
Wakashan,Kwakw'ala,NA,Mayer2010,NA,bilabial,labial,long.lag,78,yes,#_i,voiceless aspirated,yes
Wakashan,Kwakw'ala,NA,Mayer2010,NA,alveolar,coronal,long.lag,75,yes,#_i,voiceless aspirated,yes
Wakashan,Kwakw'ala,NA,Mayer2010,NA,palatalized.velar,dorsal,long.lag,100,yes,#_i,voiceless aspirated,yes
Wakashan,Kwakw'ala,NA,Mayer2010,NA,labialized.velar,dorsal,long.lag,100,yes,#_i,voiceless aspirated,yes
Wakashan,Kwakw'ala,NA,Mayer2010,NA,alveolar,coronal,long.lag,68,yes,#_a,voiceless aspirated,yes
Wakashan,Kwakw'ala,NA,Mayer2010,NA,palatalized.velar,dorsal,long.lag,102,yes,#_a,voiceless aspirated,yes
Wakashan,Kwakw'ala,NA,Mayer2010,NA,uvular,dorsal,long.lag,86,yes,#_u,voiceless aspirated,yes
Wakashan,Kwakw'ala,NA,Mayer2010,NA,alveolar,coronal,long.lag,38,yes,#_u,voiceless aspirated,yes
Wakashan,Kwakw'ala,NA,Mayer2010,NA,palatalized.velar,dorsal,long.lag,110,yes,#_u,voiceless aspirated,yes
Wakashan,Kwakw'ala,NA,Mayer2010,NA,alveolar,coronal,short.lag,8,yes,#_a,voiced,yes
Wakashan,Kwakw'ala,NA,Mayer2010,NA,bilabial,labial,short.lag,5,yes,#_a,voiced,yes
Wakashan,Kwakw'ala,NA,Mayer2010,NA,uvular.labialized,dorsal,short.lag,34,yes,#_a,voiced,yes
Wakashan,Kwakw'ala,NA,Mayer2010,NA,palatalized.velar,dorsal,short.lag,35,yes,#_a,voiced,yes
Wakashan,Kwakw'ala,NA,Mayer2010,NA,labialized.velar,dorsal,short.lag,42,yes,#_a,voiced,yes
Wakashan,Kwakw'ala,NA,Mayer2010,NA,uvular,dorsal,short.lag,7,yes,#_a,voiced,yes
Wakashan,Kwakw'ala,NA,Mayer2010,NA,labialized.velar,dorsal,short.lag,10,yes,#_i,voiced,yes
Wakashan,Kwakw'ala,NA,Mayer2010,NA,bilabial,labial,short.lag,4,yes,#_i,voiced,yes
Wakashan,Kwakw'ala,NA,Mayer2010,NA,alveolar,coronal,short.lag,12,yes,#_i,voiced,yes
Wakashan,Kwakw'ala,NA,Mayer2010,NA,palatalized.velar,dorsal,short.lag,24,yes,#_i,voiced,yes
Wakashan,Kwakw'ala,NA,Mayer2010,NA,alveolar,coronal,short.lag,-2,yes,#_u,voiced,yes
Wakashan,Kwakw'ala,NA,Mayer2010,NA,palatalized.velar,dorsal,short.lag,42,yes,#_u,voiced,yes
Wakashan,Kwakw'ala,NA,Mayer2010,NA,uvular,dorsal,short.lag,18,yes,#_u,voiced,yes
Wakashan,Kwakw'ala,NA,Mayer2010,NA,uvular,dorsal,short.lag,6,yes,#_i,voiced,yes
Wakashan,Kwakw'ala,NA,Mayer2010,NA,uvular.labialized,dorsal,short.lag,20,yes,#_i,voiced,yes
Wakashan,Kwakw'ala,NA,Mayer2010,NA,bilabial,labial,short.lag,-2,yes,#_u,voiced,yes
Wakashan,Kwakw'ala,NA,Mayer2010,NA,uvular.labialized,dorsal,long.lag,68,yes,#_i,voiceless aspirated,yes
Wakashan,Kwakw'ala,NA,Mayer2010,NA,bilabial,labial,long.lag,74,yes,#_u,voiceless aspirated,yes
Wakashan,Kwakw'ala,NA,Mayer2010,NA,bilabial,labial,long.lag,53,yes,#_a,voiceless aspirated,yes
Wakashan,Kwakw'ala,NA,Mayer2010,NA,uvular,dorsal,long.lag,78,yes,#_i,voiceless aspirated,yes
Austronesian,Madurese,NA,Cohn1998,NA,velar,dorsal,long.lag,59,yes,NA,voiceless aspirated,yes
Austronesian,Madurese,NA,Misnadin,Misnadin,NA,coronal,long.lag,29,yes,NA,aspirated,yes
Austronesian,Madurese,NA,Misnadin,Misnadin,NA,labial,long.lag,30,yes,NA,aspirated,yes
Austronesian,Madurese,NA,Misnadin,Misnadin,NA,coronal,short.lag,12,yes,NA,voiceless,yes
Austronesian,Madurese,NA,Cohn1998,NA,velar,dorsal,short.lag,26,yes,NA,voiceless unaspirated,yes
Austronesian,Madurese,NA,Misnadin,Misnadin,velar,dorsal,short.lag,20,yes,NA,voiceless,yes
Austronesian,Madurese,NA,Misnadin,Misnadin,palatal,dorsal,short.lag,25,yes,NA,voiceless,yes
Austronesian,Madurese,NA,Cohn1998,NA,bilabial,labial,short.lag,11,yes,NA,voiceless unaspirated,yes
Austronesian,Madurese,NA,Cohn1998,NA,dental,coronal,short.lag,14,yes,NA,voiceless unaspirated,yes
Austronesian,Madurese,NA,Misnadin,Misnadin,NA,labial,short.lag,10,yes,NA,voiceless,yes
Austronesian,Madurese,NA,CohnLockwood1994,NA,bilabial,labial,short.lag,17,yes,NA,voiceless unaspirated,yes
Austronesian,Madurese,NA,CohnLockwood1994,NA,bilabial,labial,lead,5,yes,NA,voiced,yes
Austronesian,Madurese,NA,Misnadin,Misnadin,palatal,dorsal,long.lag,51,yes,NA,aspirated,yes
Austronesian,Madurese,NA,CohnLockwood1994,NA,bilabial,labial,long.lag,32,yes,NA,voiceless aspirated,yes
Austronesian,Madurese,NA,Cohn1998,NA,bilabial,labial,long.lag,50,yes,NA,voiceless aspirated,yes
Austronesian,Madurese,NA,Misnadin,Misnadin,velar,dorsal,long.lag,40,yes,NA,aspirated,yes
Austronesian,Madurese,NA,Misnadin,Misnadin,palatal,dorsal,lead,-44,yes,NA,voiced,yes
Austronesian,Madurese,NA,Misnadin,Misnadin,velar,dorsal,lead,-64,yes,NA,voiced,yes
Austronesian,Madurese,NA,Cohn1998,NA,bilabial,labial,lead,4,yes,NA,voiced,yes
Austronesian,Madurese,NA,Cohn1998,NA,retroflex,coronal,lead,2,yes,NA,voiced,yes
Austronesian,Madurese,NA,Misnadin,Misnadin,NA,coronal,lead,-57,yes,NA,voiced,yes
Austronesian,Madurese,NA,Misnadin,Misnadin,NA,labial,lead,-69,yes,NA,voiced,yes
Austronesian,Malay,Singaporean,Ng2005,NA,velar,dorsal,short.lag,36.02,yes,NA,unaspirated,yes
Austronesian,Malay,Singaporean,Ng2005,NA,bilabial,labial,short.lag,6.2,yes,NA,unaspirated,yes
Austronesian,Malay,Singaporean,Ng2005,NA,alveolar,coronal,short.lag,7.58,yes,NA,unaspirated,yes
Mayan,Mam (Southern),NA,Morris,NA,velar,dorsal,long.lag,42.3,no,NA,voiceless,yes
Mayan,Mam (Southern),NA,Morris,NA,uvular,dorsal,long.lag,52.7,no,NA,voiceless,yes
Mayan,Mam (Southern),NA,Morris,NA,bilabial,labial,long.lag,13.8,no,NA,voiceless,yes
Sino-Tibetan,Mandarin,NA,DeterdingNolan2007,NA,NA,dorsal,long.lag,98.4,yes,NA,aspirated,yes
Sino-Tibetan,Mandarin,NA,Knoll2015,WuEtAl1989,NA,coronal,long.lag,100,yes,NA,aspirated,yes
Sino-Tibetan,Mandarin,NA,Knoll2015,ChaoEtAl2006,NA,coronal,long.lag,75.5,yes,NA,aspirated,yes
Sino-Tibetan,Mandarin,NA,Knoll2015,RochetFei1991,NA,labial,long.lag,99.6,yes,NA,aspirated,yes
Sino-Tibetan,Mandarin,NA,Knoll2015,ChaoChen2008,NA,labial,long.lag,82,yes,NA,aspirated,yes
Sino-Tibetan,Mandarin,NA,Knoll2015,ChaoChen2008,NA,dorsal,long.lag,92,yes,NA,aspirated,yes
Sino-Tibetan,Mandarin,NA,Knoll2015,ChaoEtAl2006,NA,labial,long.lag,77.8,yes,NA,aspirated,yes
Sino-Tibetan,Mandarin,NA,Knoll2015,WuEtAl1989,NA,dorsal,long.lag,85,yes,NA,aspirated,yes
Sino-Tibetan,Mandarin,NA,Knoll2015,ShiLiao1986,NA,coronal,long.lag,100,yes,NA,aspirated,yes
Sino-Tibetan,Mandarin,NA,Knoll2015,ShiLiao1986,NA,dorsal,long.lag,103,yes,NA,aspirated,yes
Sino-Tibetan,Mandarin,NA,DeterdingNolan2007,NA,NA,coronal,long.lag,85.6,yes,NA,aspirated,yes
Sino-Tibetan,Mandarin,NA,Knoll2015,ChaoEtAl2006,NA,dorsal,long.lag,85.7,yes,NA,aspirated,yes
Sino-Tibetan,Mandarin,NA,Knoll2015,ShiLiao1986,NA,labial,long.lag,94,yes,NA,aspirated,yes
Sino-Tibetan,Mandarin,NA,Knoll2015,ChaoChen2008,NA,coronal,long.lag,81,yes,NA,aspirated,yes
Sino-Tibetan,Mandarin,NA,Knoll2015,WuEtAl1989,NA,labial,long.lag,72,yes,NA,aspirated,yes
Sino-Tibetan,Mandarin,NA,DeterdingNolan2007,NA,NA,dorsal,short.lag,25.2,yes,NA,unaspirated,yes
Sino-Tibetan,Mandarin,NA,Knoll2015,ChaoEtAl2006,NA,coronal,short.lag,15.3,yes,NA,unaspirated,yes
Sino-Tibetan,Mandarin,NA,Knoll2015,ChaoChen2008,NA,labial,short.lag,14,yes,NA,unaspirated,yes
Sino-Tibetan,Mandarin,NA,Knoll2015,ChaoChen2008,NA,coronal,short.lag,16,yes,NA,unaspirated,yes
Sino-Tibetan,Mandarin,NA,Knoll2015,WuEtAl1989,NA,labial,short.lag,7,yes,NA,unaspirated,yes
Sino-Tibetan,Mandarin,NA,Knoll2015,WuEtAl1989,NA,dorsal,short.lag,19,yes,NA,unaspirated,yes
Sino-Tibetan,Mandarin,NA,Knoll2015,ShiLiao1986,NA,labial,short.lag,7,yes,NA,unaspirated,yes
Sino-Tibetan,Mandarin,NA,Knoll2015,ShiLiao1986,NA,dorsal,short.lag,18,yes,NA,unaspirated,yes
Sino-Tibetan,Mandarin,NA,DeterdingNolan2007,NA,NA,coronal,short.lag,13.6,yes,NA,unaspirated,yes
Sino-Tibetan,Mandarin,NA,Knoll2015,RochetFei1991,NA,coronal,long.lag,98.7,yes,NA,aspirated,yes
Sino-Tibetan,Mandarin,NA,Knoll2015,RochetFei1991,NA,dorsal,long.lag,110.3,yes,NA,aspirated,yes
Sino-Tibetan,Mandarin,NA,DeterdingNolan2007,NA,NA,labial,long.lag,85.2,yes,NA,aspirated,yes
Sino-Tibetan,Mandarin,NA,Knoll2015,ChaoEtAl2006,NA,labial,short.lag,13.9,yes,NA,unaspirated,yes
Sino-Tibetan,Mandarin,NA,Maddieson2004,Shimizu1996,NA,dorsal,short.lag,19,yes,NA,unaspirated,yes
Sino-Tibetan,Mandarin,NA,DeterdingNolan2007,NA,NA,labial,short.lag,11,yes,NA,unaspirated,yes
Sino-Tibetan,Mandarin,NA,Knoll2015,ShiLiao1986,NA,coronal,short.lag,7,yes,NA,unaspirated,yes
Sino-Tibetan,Mandarin,NA,Knoll2015,ChaoChen2008,NA,dorsal,short.lag,27,yes,NA,unaspirated,yes
Sino-Tibetan,Mandarin,Singaporean,Shin2018,Ng2005,NA,coronal,long.lag,106.62,yes,NA,aspirated,yes
Sino-Tibetan,Mandarin,Singaporean,Shin2018,Ng2005,NA,labial,long.lag,85.67,yes,NA,aspirated,yes
Sino-Tibetan,Mandarin,Singaporean,Shin2018,Ng2005,NA,dorsal,long.lag,79.41,yes,NA,aspirated,yes
Sino-Tibetan,Mandarin,Singaporean,Shin2018,Ng2005,NA,dorsal,short.lag,19.46,yes,NA,unaspirated,yes
Sino-Tibetan,Mandarin,Singaporean,Shin2018,Ng2005,NA,labial,short.lag,3.45,yes,NA,unaspirated,yes
Sino-Tibetan,Mandarin,Singaporean,Shin2018,Ng2005,NA,coronal,short.lag,4.56,yes,NA,unaspirated,yes
Sino-Tibetan,Mandarin,NA,Knoll2015,WuEtAl1989,NA,coronal,short.lag,9,yes,NA,unaspirated,yes
Sino-Tibetan,Mandarin,NA,Knoll2015,ChaoEtAl2006,NA,dorsal,short.lag,27.4,yes,NA,unaspirated,yes
Sino-Tibetan,Mandarin,NA,Maddieson2004,Shimizu1996,NA,labial,short.lag,7,yes,NA,unaspirated,yes
Sino-Tibetan,Mandarin,NA,Maddieson2004,Shimizu1996,NA,coronal,short.lag,12,yes,NA,unaspirated,yes
Indo-European,Marathi,NA,PatilRao2016,NA,velar,dorsal,long.lag,77,yes,NA,voiceless aspirated,yes
Indo-European,Marathi,NA,PatilRao2016,NA,retroflex,coronal,long.lag,47,yes,NA,voiceless aspirated,yes
Indo-European,Marathi,NA,Berkson2012,Berkson2012,bilabial,labial,long.lag,110,yes,noise offset time,voiceless aspirated,yes
Indo-European,Marathi,NA,Berkson2012,Berkson2012,dental,coronal,short.lag,16,yes,noise offset time,voiceless unaspirated,yes
Indo-European,Marathi,NA,Berkson2012,Berkson2012,bilabial,labial,short.lag,13,yes,noise offset time,voiceless unaspirated,yes
Indo-European,Marathi,NA,PatilRao2016,NA,velar,dorsal,short.lag,30,yes,NA,voiceless unaspirated,yes
Indo-European,Marathi,NA,Berkson2012,Berkson2012,velar,dorsal,short.lag,27,yes,noise offset time,voiceless unaspirated,yes
Indo-European,Marathi,NA,PatilRao2016,NA,dental,coronal,short.lag,17,yes,NA,voiceless unaspirated,yes
Indo-European,Marathi,NA,PatilRao2016,NA,retroflex,coronal,short.lag,12,yes,NA,voiceless unaspirated,yes
Indo-European,Marathi,NA,Berkson2012,Berkson2012,retroflex,coronal,long.lag,109,yes,noise offset time,voiceless aspirated,yes
Indo-European,Marathi,NA,Berkson2012,Berkson2012,velar,dorsal,long.lag,128,yes,noise offset time,voiceless aspirated,yes
