family,language,dialect,source,primary.source,poa.narrow,poa.broad,vot.category,vot,voice.contrast,notes,voice,in.ChodroffGoldenWilson2019
Indo-European,Portuguese (Brazilian),NA,AlvesZimmer2015,NA,NA,dorsal,short.lag,55.71,yes,NA,voiceless,yes
Indo-European,Portuguese (Brazilian),NA,AlvesZimmer2015,NA,NA,dorsal,short.lag,51.7,yes,NA,voiceless,yes
Indo-European,Portuguese (Brazilian),NA,MeloEtAl2014,NA,NA,coronal,short.lag,18.85,yes,NA,voiceless,yes
Indo-European,Portuguese (Brazilian),NA,MeloEtAl2014,NA,NA,labial,short.lag,14.5,yes,NA,voiceless,yes
Indo-European,Portuguese (European),NA,Lousada2010,Lousada2010,NA,labial,lead,28,yes,NA,voiced,yes
Indo-European,Portuguese (European),NA,Lousada2010,Lousada2010,NA,labial,lead,-114,yes,negative,voiced,yes
Indo-European,Portuguese (European),NA,Lousada2010,Lousada2010,NA,coronal,lead,16,yes,NA,voiced,yes
Indo-European,Portuguese (European),NA,Lousada2010,Lousada2010,NA,coronal,lead,-89,yes,negative,voiced,yes
Indo-European,Portuguese (European),NA,Lousada2010,Lousada2010,NA,dorsal,lead,-73,yes,negative,voiced,yes
Indo-European,Portuguese (European),NA,Lousada2010,Lousada2010,NA,dorsal,lead,17,yes,NA,voiced,yes
Indo-European,Portuguese (European),NA,Lousada2010,Lousada2010,NA,dorsal,short.lag,51,yes,positive,voiceless,yes
Indo-European,Portuguese (European),NA,Lousada2010,Lousada2010,NA,labial,short.lag,20,yes,positive,voiceless,yes
Indo-European,Portuguese (European),NA,Lousada2010,Lousada2010,NA,coronal,short.lag,28,yes,positive,voiceless,yes
Quechuan,Quechua (Bolivian),South.Bolivian,Gallagher2010,Gallagher2010,NA,coronal,long.lag,126,yes,NA,aspirated,yes
Quechuan,Quechua (Bolivian),South.Bolivian,Gallagher2010,Gallagher2010,NA,labial,long.lag,115,yes,NA,aspirated,yes
Quechuan,Quechua (Bolivian),South.Bolivian,Gallagher2010,Gallagher2010,NA,dorsal,long.lag,123,yes,NA,aspirated,yes
Quechuan,Quechua (Bolivian),South.Bolivian,Gallagher2010,Gallagher2010,NA,coronal,short.lag,21,yes,NA,plain,yes
Quechuan,Quechua (Bolivian),South.Bolivian,Gallagher2010,Gallagher2010,NA,labial,short.lag,15,yes,NA,plain,yes
Quechuan,Quechua (Bolivian),South.Bolivian,Gallagher2010,Gallagher2010,NA,dorsal,short.lag,34,yes,NA,plain,yes
Quechuan,Quechua (Cuzco),Cuzco,Stewart2015,Pasquale2005,NA,coronal,short.lag,24,yes,NA,voiceless,yes
Quechuan,Quechua (Cuzco),Cuzco,Stewart2015,Pasquale2005,NA,labial,short.lag,19,yes,NA,voiceless,yes
Quechuan,Quechua (Cuzco),Cuzco,Stewart2015,Pasquale2005,NA,dorsal,short.lag,42,yes,NA,voiceless,yes
Quechuan,Quichua,NA,Stewart2015,Stewart2015,NA,dorsal,lead,-89,yes,NA,voiced,yes
Quechuan,Quichua,NA,Stewart2015,Stewart2015,NA,coronal,lead,-97,yes,NA,voiced,yes
Quechuan,Quichua,NA,Stewart2015,Stewart2015,NA,labial,lead,-100,yes,NA,voiced,yes
Quechuan,Quichua,NA,Stewart2015,Stewart2015,NA,coronal,short.lag,23,yes,NA,voiceless,yes
Quechuan,Quichua,NA,Stewart2015,Stewart2015,NA,labial,short.lag,16,yes,NA,voiceless,yes
Quechuan,Quichua,NA,Stewart2015,Stewart2015,NA,dorsal,short.lag,28,yes,NA,voiceless,yes
Austro-Asiatic,Remo,NA,Cheng2011,Cheng2011,NA,coronal,short.lag,25,yes,NA,voiceless,yes
Austro-Asiatic,Remo,NA,Cheng2011,Cheng2011,NA,labial,short.lag,29,yes,NA,voiceless,yes
Austro-Asiatic,Remo,NA,Cheng2011,Cheng2011,NA,dorsal,short.lag,36,yes,NA,voiceless,yes
Indo-European,Russian,St. Petersburg,RingenKulikov2012,NA,velar,dorsal,short.lag,38,yes,word.initial,unaspirated,yes
Indo-European,Russian,St. Petersburg,RingenKulikov2012,NA,bilabial,labial,short.lag,18,yes,word.initial,unaspirated,yes
Indo-European,Russian,St. Petersburg,RingenKulikov2012,NA,dental,coronal,short.lag,20,yes,word.initial,unaspirated,yes
Indo-European,Russian,St. Petersburg,RingenKulikov2012,NA,biliabial,labial,lead,-70,yes,word.initial,voiced,yes
Indo-European,Russian,St. Petersburg,RingenKulikov2012,NA,dental,coronal,lead,-75,yes,word.initial,voiced,yes
Indo-European,Russian,St. Petersburg,RingenKulikov2012,NA,velar,dorsal,lead,-78,yes,word.initial,voiced,yes
Indo-European,Serbian,NA,Sokolovic-Perovic,NA,velar,dorsal,lead,-112.15,yes,NA,voiced,yes
Indo-European,Serbian,NA,Sokolovic-Perovic,NA,dental,coronal,lead,-118.12,yes,NA,voiced,yes
Indo-European,Serbian,NA,Sokolovic-Perovic,NA,bilabial,labial,lead,-117.42,yes,NA,voiced,yes
Indo-European,Serbian,NA,Cubrovic,Cubrovic,NA,labial,short.lag,25,yes,NA,voiceless,yes
Indo-European,Serbian,NA,Sokolovic-Perovic,NA,velar,dorsal,short.lag,51.73,yes,NA,voiceless,yes
Indo-European,Serbian,NA,Sokolovic-Perovic,NA,bilabial,labial,short.lag,21.67,yes,NA,voiceless,yes
Indo-European,Serbian,NA,Sokolovic-Perovic,NA,dental,coronal,short.lag,26.5,yes,NA,voiceless,yes
Indo-European,Serbian,NA,Cubrovic,Cubrovic,NA,coronal,short.lag,22,yes,NA,voiceless,yes
Indo-European,Serbian,NA,Cubrovic,Cubrovic,NA,dorsal,short.lag,56,yes,NA,voiceless,yes
Niger-Congo,Shekgalagari,NA,Monaka2005,Monaka2005,NA,labial,long.lag,64.5,yes,NA,aspirated,yes
Niger-Congo,Shekgalagari,NA,Monaka2005,Monaka2005,NA,dorsal,long.lag,81.3,yes,NA,aspirated,yes
Niger-Congo,Shekgalagari,NA,Monaka2005,Monaka2005,NA,coronal,long.lag,63.7,yes,NA,aspirated,yes
Niger-Congo,Shekgalagari,NA,Monaka2005,Monaka2005,NA,labial,short.lag,14.1,yes,NA,unaspirated,yes
Niger-Congo,Shekgalagari,NA,Monaka2005,Monaka2005,NA,coronal,short.lag,12.6,yes,NA,unaspirated,yes
Niger-Congo,Shekgalagari,NA,Monaka2005,Monaka2005,NA,dorsal,short.lag,31.8,yes,NA,unaspirated,yes
Niger-Congo,Shekgalagari,NA,Monaka2005,Monaka2005,NA,labial,lead,-88.5,yes,NA,voiced,yes
Niger-Congo,Shekgalagari,NA,Monaka2005,Monaka2005,NA,dorsal,lead,-83.6,yes,NA,voiced,yes
Niger-Congo,Shekgalagari,NA,Monaka2005,Monaka2005,NA,coronal,lead,-80.7,yes,NA,voiced,yes
Uto-Aztecan,Shoshoni,NA,Garvin2015,NA,alveolar,coronal,short.lag,17.55,no,NA,voiceless unaspirated,yes
Uto-Aztecan,Shoshoni,NA,Garvin2015,NA,bilabial,labial,short.lag,20.47,no,NA,voiceless unaspirated,yes
Uto-Aztecan,Shoshoni,NA,Garvin2015,NA,velar,dorsal,short.lag,51.93,no,NA,voiceless unaspirated,yes
Indo-European,Sindhi,NA,Keerio2010,NA,retroflex,coronal,long.lag,70.5,yes,NA,voiceless aspirated,yes
Indo-European,Sindhi,NA,Keerio2010,NA,bilabial,labial,long.lag,22.3,yes,NA,voiceless aspirated,yes
Indo-European,Sindhi,NA,Keerio2010,NA,dental,coronal,long.lag,58.7,yes,NA,voiceless aspirated,yes
Indo-European,Sindhi,NA,Keerio2010,NA,velar,dorsal,long.lag,63,yes,NA,voiceless aspirated,yes
Indo-European,Sindhi,NA,Keerio2010,NA,retroflex,coronal,long.lag,14.5,yes,NA,voiceless unaspirated,yes
Indo-European,Sindhi,NA,Keerio2010,NA,velar,dorsal,long.lag,82,yes,NA,voiceless unaspirated,yes
Indo-European,Sindhi,NA,Keerio2010,NA,bilabial,labial,long.lag,18,yes,"**defined VOT as the interval of the release segment, so these numbers were next to release"" on the chart; not sure this is right",voiceless unaspirated,yes
Indo-European,Sindhi,NA,Keerio2010,NA,dental,coronal,long.lag,25.7,yes,NA,voiceless unaspirated,yes
Indo-European,Sindhi,NA,Keerio2010,NA,retroflex,coronal,short.lag,14.7,yes,NA,voiced unaspirated,yes
Indo-European,Sindhi,NA,Keerio2010,NA,bilabial,labial,short.lag,14.5,yes,NA,voiced unaspirated,yes
Indo-European,Sindhi,NA,Keerio2010,NA,dental,coronal,short.lag,19,yes,NA,voiced unaspirated,yes
Indo-European,Sindhi,NA,Keerio2010,NA,velar,dorsal,short.lag,22,yes,NA,voiced unaspirated,yes
Indo-European,Spanish,Argentina,Sleeper2016,NA,NA,labial,short.lag,10,yes,NA,voiceless,yes
Indo-European,Spanish,Argentina,Sleeper2016,NA,NA,coronal,short.lag,15,yes,NA,voiceless,yes
Indo-European,Spanish,Argentina,Sleeper2016,NA,NA,dorsal,short.lag,25,yes,NA,voiceless,yes
Indo-European,Spanish,Castilian,RosnerEtAl2000,RosnerEtAl2000,NA,labial,lead,-91.5,yes,NA,voiced,yes
Indo-European,Spanish,Castilian,RosnerEtAl2000,RosnerEtAl2000,NA,dorsal,lead,-73.7,yes,NA,voiced,yes
Indo-European,Spanish,Castilian,RosnerEtAl2000,RosnerEtAl2000,NA,coronal,lead,-91.6,yes,NA,voiced,yes
Indo-European,Spanish,Castilian,RosnerEtAl2000,RosnerEtAl2000,NA,labial,short.lag,13.1,yes,NA,unaspirated,yes
Indo-European,Spanish,Castilian,RosnerEtAl2000,RosnerEtAl2000,NA,coronal,short.lag,14,yes,NA,unaspirated,yes
Indo-European,Spanish,Castilian,RosnerEtAl2000,RosnerEtAl2000,NA,dorsal,short.lag,26.5,yes,NA,unaspirated,yes
Indo-European,Spanish,Guatamalan,RosnerEtAl2000,Williams1977,NA,coronal,lead,-108.8,yes,NA,voiced,yes
Indo-European,Spanish,Guatamalan,RosnerEtAl2000,Williams1977,NA,labial,lead,-120.3,yes,NA,voiced,yes
Indo-European,Spanish,Guatamalan,RosnerEtAl2000,Williams1977,NA,dorsal,lead,-101.4,yes,NA,voiced,yes
Indo-European,Spanish,Guatamalan,RosnerEtAl2000,Williams1977,NA,coronal,short.lag,10.3,yes,NA,unaspirated,yes
Indo-European,Spanish,Guatamalan,RosnerEtAl2000,Williams1977,NA,labial,short.lag,9.8,yes,NA,unaspirated,yes
Indo-European,Spanish,Guatamalan,RosnerEtAl2000,Williams1977,NA,dorsal,short.lag,25.7,yes,NA,unaspirated,yes
Indo-European,Spanish,NA,MayrMontanari2015,FlegeEfting1987,NA,dorsal,lead,-68,yes,NA,voiced,yes
Indo-European,Spanish,NA,MayrMontanari2015,FlegeEfting1987,NA,coronal,lead,-80,yes,NA,voiced,yes
Indo-European,Spanish,NA,MayrMontanari2015,FlegeEfting1987,NA,labial,lead,-82,yes,NA,voiced,yes
Indo-European,Spanish,NA,Banov2014,CastanedaVicente1986,NA,coronal,short.lag,10.4,yes,NA,voiceless,yes
Indo-European,Spanish,NA,Banov2014,CastanedaVicente1986,NA,labial,short.lag,6.5,yes,NA,voiceless,yes
Indo-European,Spanish,NA,MayrMontanari2015,FlegeEfting1987,NA,coronal,short.lag,22,yes,NA,voiceless,yes
Indo-European,Spanish,NA,RaphaelEtAl1995,RaphaelEtAl1983,NA,coronal,short.lag,27.6,yes,NA,voiceless,yes
Indo-European,Spanish,NA,MayrMontanari2015,FlegeEfting1987,NA,dorsal,short.lag,39,yes,NA,voiceless,yes
Indo-European,Spanish,NA,Simental2014,Morgan2011,NA,labial,short.lag,19.5,yes,Monolingual,voiceless,yes
Indo-European,Spanish,NA,Pahis2017,NA,NA,labial,short.lag,29.193,yes,straight male,voiceless,yes
Indo-European,Spanish,NA,Pahis2017,NA,NA,coronal,short.lag,26.972,yes,straight male,voiceless,yes
Indo-European,Spanish,NA,Pahis2017,NA,NA,dorsal,short.lag,48.145,yes,straight male,voiceless,yes
Indo-European,Spanish,NA,Pahis2017,NA,NA,labial,short.lag,18.468,yes,gay male,voiceless,yes
Indo-European,Spanish,NA,Pahis2017,NA,NA,coronal,short.lag,27.936,yes,gay male,voiceless,yes
Indo-European,Spanish,NA,Pahis2017,NA,NA,dorsal,short.lag,37.835,yes,gay male,voiceless,yes
Indo-European,Spanish,NA,Banov2014,CastanedaVicente1986,NA,dorsal,short.lag,25.7,yes,NA,voiceless,yes
Indo-European,Spanish,NA,MayrMontanari2015,FlegeEfting1987,NA,labial,short.lag,18,yes,NA,voiceless,yes
Indo-European,Spanish,NA,Pahis2017,NA,NA,coronal,short.lag,15.593,yes,straight female,voiceless,yes
Indo-European,Spanish,NA,RaphaelEtAl1995,RaphaelEtAl1983,NA,labial,short.lag,20.2,yes,NA,voiceless,yes
Indo-European,Spanish,NA,Simental2014,Morgan2011,NA,dorsal,short.lag,29.3,yes,Monolingual,voiceless,yes
Indo-European,Spanish,NA,RaphaelEtAl1995,RaphaelEtAl1983,NA,dorsal,short.lag,39.3,yes,NA,voiceless,yes
Indo-European,Spanish,NA,Simental2014,Morgan2011,NA,coronal,short.lag,18.9,yes,NA,voiceless,yes
Indo-European,Spanish,NA,Simental2014,Morgan2011,NA,coronal,short.lag,18.9,yes,Monolingual,voiceless,yes
Indo-European,Spanish,NA,Simental2014,NA,NA,labial,short.lag,23,yes,NA,voiceless,yes
Indo-European,Spanish,NA,Simental2014,Morgan2011,NA,labial,short.lag,19.5,yes,NA,voiceless,yes
Indo-European,Spanish,NA,Simental2014,NA,NA,dorsal,short.lag,26.7,yes,NA,voiceless,yes
Indo-European,Spanish,NA,Simental2014,Morgan2011,NA,dorsal,short.lag,29.3,yes,NA,voiceless,yes
Indo-European,Spanish,NA,Pahis2017,NA,NA,dorsal,short.lag,29.676,yes,straight female,voiceless,yes
Indo-European,Spanish,NA,Simental2014,NA,NA,coronal,short.lag,24.6,yes,NA,voiceless,yes
Indo-European,Spanish,NA,Pahis2017,NA,NA,labial,short.lag,17.259,yes,straight female,voiceless,yes
Indo-European,Spanish,Peruvian,RosnerEtAl2000,Williams1977,NA,labial,lead,-101.7,yes,NA,voiced,yes
Indo-European,Spanish,Peruvian,RosnerEtAl2000,Williams1977,NA,coronal,lead,-110.2,yes,NA,voiced,yes
Indo-European,Spanish,Peruvian,RosnerEtAl2000,Williams1977,NA,dorsal,lead,-98.4,yes,NA,voiced,yes
Indo-European,Spanish,Peruvian,RosnerEtAl2000,Williams1977,NA,labial,short.lag,15.2,yes,NA,unaspirated,yes
Indo-European,Spanish,Peruvian,RosnerEtAl2000,Williams1977,NA,dorsal,short.lag,29.7,yes,NA,unaspirated,yes
Indo-European,Spanish,Peruvian,RosnerEtAl2000,Williams1977,NA,coronal,short.lag,16.2,yes,NA,unaspirated,yes
Indo-European,Spanish,Puerto.Rico,Stewart2015,LiskerAbramson1964,dental,coronal,lead,-110,yes,NA,voiced,yes
Indo-European,Spanish,Puerto.Rico,Stewart2015,LiskerAbramson1964,velar,dorsal,lead,-108,yes,NA,voiced,yes
Indo-European,Spanish,Puerto.Rico,Stewart2015,LiskerAbramson1964,labial,labial,lead,-138,yes,NA,voiced,yes
Indo-European,Spanish,Puerto.Rico,Stewart2015,LiskerAbramson1964,velar,dorsal,short.lag,29,yes,NA,unaspirated,yes
Indo-European,Spanish,Puerto.Rico,Stewart2015,LiskerAbramson1964,dental,coronal,short.lag,9,yes,NA,unaspirated,yes
Indo-European,Spanish,Puerto.Rico,Stewart2015,LiskerAbramson1964,labial,labial,short.lag,4,yes,NA,unaspirated,yes
Indo-European,Spanish,Rural,Stewart2015,Stewart2015,NA,labial,lead,-89,yes,NA,voiced,yes
Indo-European,Spanish,Rural,Stewart2015,Stewart2015,NA,dorsal,lead,-86,yes,NA,voiced,yes
Indo-European,Spanish,Rural,Stewart2015,Stewart2015,NA,coronal,lead,-83,yes,NA,voiced,yes
Indo-European,Spanish,Rural,Stewart2015,Stewart2015,NA,labial,short.lag,17,yes,NA,voiceless,yes
Indo-European,Spanish,Rural,Stewart2015,Stewart2015,NA,coronal,short.lag,22,yes,NA,voiceless,yes
Indo-European,Spanish,Rural,Stewart2015,Stewart2015,NA,dorsal,short.lag,38,yes,NA,voiceless,yes
Indo-European,Spanish,Urban,Stewart2015,Stewart2015,NA,coronal,lead,-64,yes,NA,voiced,yes
Indo-European,Spanish,Urban,Stewart2015,Stewart2015,NA,labial,lead,-70,yes,NA,voiced,yes
Indo-European,Spanish,Urban,Stewart2015,Stewart2015,NA,dorsal,lead,-59,yes,NA,voiced,yes
Indo-European,Spanish,Urban,Stewart2015,Stewart2015,NA,labial,short.lag,16,yes,NA,voiceless,yes
Indo-European,Spanish,Urban,Stewart2015,Stewart2015,NA,dorsal,short.lag,33,yes,NA,voiceless,yes
Indo-European,Spanish,Urban,Stewart2015,Stewart2015,NA,coronal,short.lag,21,yes,NA,voiceless,yes
Indo-European,Spanish,Venezuelen,RosnerEtAl2000,Williams1977,NA,labial,lead,-95.2,yes,NA,voiced,yes
Indo-European,Spanish,Venezuelen,RosnerEtAl2000,Williams1977,NA,coronal,lead,-78.5,yes,NA,voiced,yes
Indo-European,Spanish,Venezuelen,RosnerEtAl2000,Williams1977,NA,dorsal,lead,-63.9,yes,NA,voiced,yes
Indo-European,Spanish,Venezuelen,RosnerEtAl2000,Williams1977,NA,labial,short.lag,14,yes,NA,unaspirated,yes
Indo-European,Spanish,Venezuelen,RosnerEtAl2000,Williams1977,NA,coronal,short.lag,20.6,yes,NA,unaspirated,yes
Indo-European,Spanish,Venezuelen,RosnerEtAl2000,Williams1977,NA,dorsal,short.lag,32.6,yes,NA,unaspirated,yes
Indo-European,Spanish,Yucatan,MichnowiczCarpenter2013,NA,NA,labial,short.lag,17.2,yes,NA,voiceless,yes
Indo-European,Spanish,Yucatan,MichnowiczCarpenter2013,NA,NA,coronal,short.lag,22,yes,NA,voiceless,yes
Indo-European,Spanish,Yucatan,MichnowiczCarpenter2013,NA,NA,dorsal,short.lag,34,yes,NA,voiceless,yes
Sino-Tibetan,Stau,NA,Vanderveen,Vanderveen,palatal,dorsal,lead,-126.3,yes,word-initial in sentential context (averaged from paper),voiced,yes
Sino-Tibetan,Stau,NA,Vanderveen,Vanderveen,bilabial,labial,lead,-122.5,yes,word-initial in sentential context (averaged from paper),voiced,yes
Sino-Tibetan,Stau,NA,Vanderveen,Vanderveen,alveolar,coronal,lead,-116.7,yes,word-initial in sentential context (averaged from paper),voiced,yes
Niger-Congo,Swati,NA,KokaertGodwin1997,KokaertGodwin1997,NA,labial,long.lag,97.17,yes,NA,aspirated,yes
Niger-Congo,Swati,NA,KokaertGodwin1997,KokaertGodwin1997,NA,coronal,long.lag,90.9,yes,NA,aspirated,yes
Niger-Congo,Swati,NA,KokaertGodwin1997,KokaertGodwin1997,NA,dorsal,long.lag,106.5,yes,NA,aspirated,yes
Niger-Congo,Swati,NA,KokaertGodwin1997,KokaertGodwin1997,NA,labial,short.lag,18.58,yes,NA,unaspirated,yes
Niger-Congo,Swati,NA,KokaertGodwin1997,KokaertGodwin1997,NA,dorsal,short.lag,24.67,yes,NA,unaspirated,yes
Niger-Congo,Swati,NA,KokaertGodwin1997,KokaertGodwin1997,NA,coronal,short.lag,19.25,yes,NA,unaspirated,yes
Indo-European,Swedish,Arjeplog,StoltenEngstrand,StoltenEngstrand,NA,labial,long.lag,44,yes,younger.men,voiceless,yes
Indo-European,Swedish,Arjeplog,StoltenEngstrand,StoltenEngstrand,NA,labial,long.lag,40,yes,older.men,voiceless,yes
Indo-European,Swedish,Arjeplog,StoltenEngstrand,StoltenEngstrand,NA,labial,long.lag,46,yes,older.women,voiceless,yes
Indo-European,Swedish,Arjeplog,StoltenEngstrand,StoltenEngstrand,NA,dorsal,long.lag,63,yes,younger.women,voiceless,yes
Indo-European,Swedish,Arjeplog,StoltenEngstrand,StoltenEngstrand,NA,coronal,long.lag,54,yes,younger.women,voiceless,yes
Indo-European,Swedish,Arjeplog,StoltenEngstrand,StoltenEngstrand,NA,coronal,long.lag,60,yes,older.men,voiceless,yes
Indo-European,Swedish,Arjeplog,StoltenEngstrand,StoltenEngstrand,NA,coronal,long.lag,46,yes,older.women,voiceless,yes
Indo-European,Swedish,Arjeplog,StoltenEngstrand,StoltenEngstrand,NA,coronal,long.lag,51,yes,younger.men,voiceless,yes
Indo-European,Swedish,Arjeplog,StoltenEngstrand,StoltenEngstrand,NA,dorsal,long.lag,63,yes,younger.men,voiceless,yes
Indo-European,Swedish,Arjeplog,StoltenEngstrand,StoltenEngstrand,NA,labial,long.lag,54,yes,younger.women,voiceless,yes
Indo-European,Swedish,Arjeplog,StoltenEngstrand,StoltenEngstrand,NA,dorsal,long.lag,57,yes,older.men,voiceless,yes
Indo-European,Swedish,Arjeplog,StoltenEngstrand,StoltenEngstrand,NA,dorsal,long.lag,64,yes,older.women,voiceless,yes
Indo-European,Swedish,Arjeplog,StoltenEngstrand,StoltenEngstrand,NA,labial,short.lag,27,yes,younger.women,voiced,yes
Indo-European,Swedish,Arjeplog,StoltenEngstrand,StoltenEngstrand,NA,coronal,short.lag,22,yes,older.men,voiced,yes
Indo-European,Swedish,Arjeplog,StoltenEngstrand,StoltenEngstrand,NA,coronal,short.lag,15,yes,older.women,voiced,yes
Indo-European,Swedish,Arjeplog,StoltenEngstrand,StoltenEngstrand,NA,coronal,short.lag,-17,yes,younger.men,voiced,yes
Indo-European,Swedish,Arjeplog,StoltenEngstrand,StoltenEngstrand,NA,coronal,short.lag,43,yes,younger.women,voiced,yes
Indo-European,Swedish,Arjeplog,StoltenEngstrand,StoltenEngstrand,NA,dorsal,short.lag,6,yes,older.men,voiced,yes
Indo-European,Swedish,Arjeplog,StoltenEngstrand,StoltenEngstrand,NA,dorsal,short.lag,36,yes,older.women,voiced,yes
Indo-European,Swedish,Arjeplog,StoltenEngstrand,StoltenEngstrand,NA,dorsal,short.lag,34,yes,younger.men,voiced,yes
Indo-European,Swedish,Arjeplog,StoltenEngstrand,StoltenEngstrand,NA,dorsal,short.lag,43,yes,younger.women,voiced,yes
Indo-European,Swedish,Arjeplog,StoltenEngstrand,StoltenEngstrand,NA,labial,short.lag,-30,yes,younger.men,voiced,yes
Indo-European,Swedish,Arjeplog,StoltenEngstrand,StoltenEngstrand,NA,labial,short.lag,15,yes,older.men,voiced,yes
Indo-European,Swedish,Arjeplog,StoltenEngstrand,StoltenEngstrand,NA,labial,short.lag,36,yes,older.women,voiced,yes
Indo-European,Swedish,NA,Ekelund,HelgasonRingen2008,NA,dorsal,long.lag,78,yes,NA,voiceless,yes
Indo-European,Swedish,NA,HelgasonRingen2008,NA,bilabial,labial,long.lag,49,yes,NA,fortis,yes
Indo-European,Swedish,NA,HelgasonRingen2008,NA,dental,coronal,long.lag,65,yes,NA,fortis,yes
Indo-European,Swedish,NA,HelgasonRingen2008,NA,velar,dorsal,long.lag,78,yes,NA,fortis,yes
Indo-European,Swedish,NA,HammarstromEtAl2012,NA,NA,dorsal,long.lag,70.06,yes,adult,voiceless,yes
Indo-European,Swedish,NA,Ekelund,HelgasonRingen2008,NA,labial,long.lag,49,yes,NA,voiceless,yes
Indo-European,Swedish,NA,Ekelund,HelgasonRingen2008,NA,coronal,long.lag,65,yes,NA,voiceless,yes
Indo-European,Swedish,NA,Lundeborgetal2012,NA,NA,labial,long.lag,46.29,yes,adult,voiceless,yes
Indo-European,Swedish,NA,HammarstromEtAl2012,NA,NA,coronal,long.lag,53.82,yes,adult,voiceless,yes
Indo-European,Swedish,NA,Lundeborgetal2012,NA,NA,coronal,long.lag,53.82,yes,adult,voiceless,yes
Indo-European,Swedish,NA,Lundeborgetal2012,NA,NA,dorsal,long.lag,70.06,yes,adult,voiceless,yes
Indo-European,Swedish,NA,HammarstromEtAl2012,NA,NA,labial,long.lag,46.29,yes,adult,voiceless,yes
Indo-European,Swedish,NA,BeckmanEtAl2011,BeckmanEtAl2011,NA,coronal,lead,-86.3,yes,NA,lenis,yes
Indo-European,Swedish,NA,BeckmanEtAl2011,BeckmanEtAl2011,NA,labial,lead,-111.7,yes,NA,lenis,yes
Indo-European,Swedish,NA,Lundeborgetal2015,Lundeborgetal2012,NA,coronal,lead,-45.4,yes,adult,voiced,yes
Indo-European,Swedish,NA,BeckmanEtAl2011,BeckmanEtAl2011,NA,dorsal,lead,-81.3,yes,NA,lenis,yes
Indo-European,Swedish,NA,HelgasonRingen2008,NA,dental,coronal,lead,-90,yes,NA,lenis,yes
Indo-European,Swedish,NA,HelgasonRingen2008,NA,velar,dorsal,lead,-61,yes,NA,lenis,yes
Indo-European,Swedish,NA,HammarstromEtAl2012,NA,NA,dorsal,lead,-35.23,yes,"adult, averaged over positive and negative VOT",voiced,yes
Indo-European,Swedish,NA,Lundeborgetal2015,Lundeborgetal2012,NA,dorsal,lead,-35.2,yes,adult,voiced,yes
Indo-European,Swedish,NA,HelgasonRingen2008,NA,bilabial,labial,lead,-96,yes,NA,lenis,yes
Indo-European,Swedish,NA,HammarstromEtAl2012,NA,NA,coronal,lead,-45.37,yes,"adult, averaged over positive and negative VOT",voiced,yes
Indo-European,Swedish,NA,Lundeborgetal2015,Lundeborgetal2012,NA,labial,lead,-69.4,yes,adult,voiced,yes
Indo-European,Swedish,NA,HammarstromEtAl2012,NA,NA,labial,lead,-69.43,yes,"adult, averaged over positive and negative VOT",voiced,yes
Tai-Kadai,Tai Khamti,NA,Inglis2013,Inglis2013,NA,coronal,long.lag,55,yes,NA,aspirated,yes
Tai-Kadai,Tai Khamti,NA,Inglis2013,Inglis2013,NA,labial,long.lag,59,yes,NA,aspirated,yes
Tai-Kadai,Tai Khamti,NA,Inglis2013,Inglis2013,NA,dorsal,long.lag,80,yes,NA,aspirated,yes
Tai-Kadai,Tai Khamti,NA,Inglis2013,Inglis2013,NA,labial,short.lag,18,yes,NA,unaspirated,yes
Tai-Kadai,Tai Khamti,NA,Inglis2013,Inglis2013,NA,coronal,short.lag,15,yes,NA,unaspirated,yes
Tai-Kadai,Tai Khamti,NA,Inglis2013,Inglis2013,NA,dorsal,short.lag,26,yes,NA,unaspirated,yes
Dravidian,Tamil,NA,LiskerAbramson1964,LiskerAbramson1964,dental,coronal,lead,-78,yes,NA,lax,yes
Dravidian,Tamil,NA,LiskerAbramson1964,LiskerAbramson1964,velar,dorsal,lead,-62,yes,NA,lax,yes
Dravidian,Tamil,NA,LiskerAbramson1964,LiskerAbramson1964,labial,labial,lead,-74,yes,NA,lax,yes
Dravidian,Tamil,Singaporean,Ng2005,NA,alveolar,coronal,short.lag,4,yes,NA,unaspirated,yes
Dravidian,Tamil,Singaporean,Ng2005,NA,bilabial,labial,short.lag,9.67,yes,NA,unaspirated,yes
Dravidian,Tamil,Singaporean,Ng2005,NA,velar,dorsal,short.lag,43.37,yes,NA,unaspirated,yes
Dravidian,Tamil,Singaporean,Ng2005,NA,alveolar,coronal,short.lag,10.3,yes,NA,voiced,yes
Dravidian,Tamil,Singaporean,Ng2005,NA,velar,dorsal,short.lag,20.24,yes,NA,voiced,yes
Dravidian,Tamil,Singaporean,Ng2005,NA,bilabial,labial,short.lag,10.24,yes,NA,voiced,yes
Dravidian,Telugu,NA,ReddyEtAl2014,NA,NA,labial,lead,-117.68,yes,female,voiced,yes
Dravidian,Telugu,NA,ReddyEtAl2014,NA,NA,labial,lead,-131.21,yes,male,voiced,yes
Dravidian,Telugu,NA,ReddyEtAl2014,NA,dental,coronal,lead,-114.56,yes,male,voiced,yes
Dravidian,Telugu,NA,ReddyEtAl2014,NA,NA,dorsal,lead,-110.56,yes,male,voiced,yes
Dravidian,Telugu,NA,ReddyEtAlGenderVowel2014,ReddyEtAlGenderVowel2014,NA,dorsal,lead,-114.31,yes,female._/u/,voiced,yes
